model_version,algorithm,trained_at,rows,train_rows,holdout_rows,holdout_requests,feature_columns,mae,rmse,r2,top1_accuracy,pairwise_ranking_accuracy,mean_regret_sec,baseline_mae,baseline_rmse,baseline_r2,baseline_top1_accuracy,baseline_pairwise_ranking_accuracy,baseline_mean_regret_sec,adopted
route_xgb_duration_v1,XGBoostRegressor,2026-09-15T21:27:15,1015,696,319,165,"[""route_distance_m"", ""osrm_duration_sec"", ""segment_count"", ""link_match_ratio"", ""direction_match_ratio"", ""opposite_direction_ratio"", ""speed_lag_kmh"", ""speed_lag_coverage"", ""active_incident_count"", ""accident_count"", ""construction_count"", ""control_count"", ""breakdown_count"", ""weather_temperature_c"", ""weather_rainfall_mm"", ""weather_humidity_pct"", ""departure_hour"", ""weekday"", ""is_weekend""]",319.12936262459584,433.99288938859263,0.8179575184345584,0.9025974025974026,0.9025974025974026,19.759285714285706,1830.9813479623826,1992.1217589006903,-2.8356527017454267,0.6818181818181818,0.6818181818181818,178.0983116883117,True
