model_version,algorithm,split,cutoff_time,train_rows,validation_rows,feature_columns,hyperparameters,mae,rmse,r2
traffic_lgbm_baseline_v1,LightGBM,full_historical_train_with_time_validation,2025-08-08 04:00:00,4872140,974580,"[""direction_code"", ""temperature_c"", ""rainfall_mm"", ""humidity_pct"", ""wind_speed_ms"", ""pressure_hpa"", ""tm_x"", ""tm_y"", ""hour"", ""dayofweek"", ""is_weekend"", ""month"", ""day"", ""is_rush_hour"", ""hour_sin"", ""hour_cos"", ""day_sin"", ""day_cos"", ""vol_lag_1h"", ""vol_lag_2h"", ""vol_lag_24h"", ""vol_rolling_mean_3h"", ""vol_rolling_mean_24h""]","{""objective"": ""regression"", ""n_estimators"": 200, ""learning_rate"": 0.05, ""num_leaves"": 31, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""random_state"": 42, ""n_jobs"": -1}",93.5552734948052,176.2199799435829,0.9810806955515509
